Transaction Number,Transaction Date,Transaction Type,Transaction Description,Debit Amount,Credit Amount,Balance,Category,Location City,Location Country
1784,2021-05-03 00:00:00,DEB,LIDL GB  NOTTINGHA,7.02,,1537.43,Groceries,Nottingham,UK
1785,2021-04-03 00:00:00,BP,SAVE THE CHANGE,0.75,,1544.45,Savings,Nottingham,UK
1786,2021-03-03 00:00:00,DEB,SAINSBURYS S/MKT,22.25,,1545.2,Groceries,,
1787,2021-03-03 00:00:00,BP,SAVE THE CHANGE,1.27,,1567.45,Savings,Nottingham,UK
1788,2021-02-03 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,1568.72,Supplementary Income,Nottingham,UK
1789,2021-02-03 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,1565.72,Bills,Nottingham,UK
1790,2021-02-03 00:00:00,DEB,LIDL GB  NOTTINGHA,9.24,,1568.72,Groceries,Nottingham,UK
1791,2021-02-03 00:00:00,DEB,AMAZON.CO.UK*MM4J6,28.49,,1577.96,Amazon,Nottingham,UK
1792,2021-02-03 00:00:00,FPI,IISL CLIENT GBP SE,,17.77,1606.45,Supplementary Income,Nottingham,UK
1793,2021-02-03 00:00:00,FPI,IISL CLIENT GBP SE,,15.19,1588.68,Supplementary Income,Nottingham,UK
1794,2021-02-03 00:00:00,BP,SAVE THE CHANGE,0.45,,1573.49,Savings,Nottingham,UK
1795,2021-01-03 00:00:00,,INTEREST (GROSS),,0.57,1573.94,Interest,Nottingham,UK
1796,2021-01-03 00:00:00,DEB,TESCO STORES 6735,4.55,,1573.37,Groceries,,
1797,2021-01-03 00:00:00,FPO,TRADING212UK,500.0,,1577.92,Investment,Nottingham,UK
1798,2021-01-03 00:00:00,DD,BARCLAYS UK MTGES,981.71,,2077.92,Bills,Nottingham,UK
1799,2021-01-03 00:00:00,SO,Q WANG,,1000.0,3059.63,Supplementary Income,Nottingham,UK
1800,2021-01-03 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,2059.63,Savings,Nottingham,UK
1801,2021-01-03 00:00:00,BP,SAVE THE CHANGE,1.65,,2359.63,Savings,Nottingham,UK
1802,2021-01-03 00:00:00,DEB,ORIENTAL MART HYDR,14.31,,2361.28,Groceries,Nottingham,UK
1803,2021-01-03 00:00:00,DEB,WWW.DOUGHNOTTSOFFI,6.8,,2375.59,Dine Out,Nottingham,UK
1804,2021-01-03 00:00:00,FPO,ANTIGONI ABRAHMS,5.0,,2382.39,Entertainment,London,UK
1805,26/02/2021,DEB,CARPETRIGHT,497.48,,2387.39,Home Improvement,Nottingham,UK
1806,26/02/2021,DEB,AMZNMktplace,42.97,,2884.87,Amazon,Nottingham,UK
1807,26/02/2021,DEB,LIDL GB  NOTTINGHA,5.79,,2927.84,Groceries,Nottingham,UK
1808,26/02/2021,DD,TALKTALK LIMITED,19.95,,2933.63,Bills,Nottingham,UK
1809,26/02/2021,BP,SAVE THE CHANGE,0.65,,2953.58,Savings,Nottingham,UK
1810,25/02/2021,DEB,Trading212UK,201.4,,2954.23,Investment,Nottingham,UK
1811,25/02/2021,DEB,WILKO RETAIL LIMIT,13.95,,3155.63,Other Shopping,,
1812,25/02/2021,FPO,TRADING212UK,1000.0,,3169.58,Investment,Nottingham,UK
1813,25/02/2021,BP,SAVE THE CHANGE,0.01,,4169.58,Savings,Nottingham,UK
1814,25/02/2021,BGC,UNIV OF NOTTINGHAM,,3665.25,4169.59,Paycheck,Nottingham,UK
1815,24/02/2021,DEB,CLASSIC DOORS AND,264.0,,504.34,Home Improvement,Nottingham,UK
1816,24/02/2021,DEB,Audible UK,7.99,,768.34,Entertainment,Nottingham,UK
1817,24/02/2021,BP,SAVE THE CHANGE,1.47,,776.33,Savings,Nottingham,UK
1818,23/02/2021,DEB,LIDL GB  NOTTINGHA,6.11,,777.8,Groceries,Nottingham,UK
1819,23/02/2021,DEB,LIDL GB  NOTTINGHA,4.42,,783.91,Groceries,Nottingham,UK
1820,23/02/2021,FPI,YEWANDE MARIAN ADE,,400.0,788.33,Supplementary Income,Nottingham,UK
1821,23/02/2021,TFR,R LAWRENCE,,100.0,388.33,Supplementary Income,Nottingham,UK
1822,23/02/2021,FPO,ALICJA ALEXANDER,25.0,,288.33,Services/Home Improvement,Nottingham,UK
1823,23/02/2021,BP,SAVE THE CHANGE,1.05,,313.33,Savings,Nottingham,UK
1824,22/02/2021,DEB,AMZNMktplace,15.9,,314.38,Amazon,Nottingham,UK
1825,22/02/2021,DEB,SOLO GRANO,9.05,,330.28,Dine Out,Nottingham,UK
1826,22/02/2021,BP,SAVE THE CHANGE,2.99,,339.33,Savings,Nottingham,UK
1827,22/02/2021,DEB,ORIENTAL MART HYDR,19.16,,342.32,Groceries,Nottingham,UK
1828,22/02/2021,DEB,WWW.DOUGHNOTTSOFFI,10.05,,361.48,Dine Out,Nottingham,UK
1829,22/02/2021,DEB,WWW.DOUGHNOTTSOFFI,3.55,,371.53,Dine Out,Nottingham,UK
1830,22/02/2021,DEB,PRET A MANGER,2.99,,375.08,Dine Out,,
1831,22/02/2021,FPO,ANTIGONI ABRAHMS,5.0,,378.07,Entertainment,London,UK
1832,22/02/2021,DEB,LIDL GB  NOTTINGHA,8.26,,383.07,Groceries,Nottingham,UK
1833,19/02/2021,FPO,ANTONY GRICE (PLUM,93.6,,391.33,Home Improvement,Nottingham,UK
1834,19/02/2021,FPI,IISL CLIENT GBP SE,,43.51,484.93,Supplementary Income,Nottingham,UK
1835,18/02/2021,BP,SAVE THE CHANGE,0.77,,441.42,Savings,Nottingham,UK
1836,17/02/2021,DEB,SHARIF AND SONS SU,18.23,,442.19,Groceries,Derby,UK
1837,17/02/2021,DD,VIRGIN MEDIA PYMTS,25.5,,460.42,Bills,Nottingham,UK
1838,17/02/2021,BP,SAVE THE CHANGE,0.01,,485.92,Savings,Nottingham,UK
1839,16/02/2021,DEB,SHARIF AND SONS SU,40.99,,485.93,Groceries,Derby,UK
1840,16/02/2021,DD,O2,16.44,,526.92,Other Shopping,Nottingham,UK
1841,16/02/2021,BP,SAVE THE CHANGE,1.66,,543.36,Savings,Nottingham,UK
1842,15/02/2021,DEB,AMZNMktplace,23.69,,545.02,Amazon,Nottingham,UK
1843,15/02/2021,DEB,TESCO STORE 2960,5.5,,568.71,Groceries,,
1844,15/02/2021,DEB,SOLO GRANO,3.15,,574.21,Dine Out,Nottingham,UK
1845,15/02/2021,BP,SAVE THE CHANGE,5.43,,577.36,Savings,Nottingham,UK
1846,15/02/2021,DEB,ORIENTAL MART HYDR,18.88,,582.79,Groceries,Nottingham,UK
1847,15/02/2021,DEB,WWW.DOUGHNOTTSOFFI,10.05,,601.67,Dine Out,Nottingham,UK
1848,15/02/2021,DEB,AMZNMKTPLACE AMAZO,3.21,,611.72,Amazon,Nottingham,UK
1849,15/02/2021,DEB,HPI INSTANT INK UK,6.49,,614.93,Other Shopping,,
1850,15/02/2021,FPO,ANTIGONI ABRAHMS,5.0,,621.42,Entertainment,London,UK
1851,15/02/2021,DEB,Trading212UK,151.05,,626.42,Investment,Nottingham,UK
1852,15/02/2021,DEB,Trading212UK,151.05,,777.47,Investment,Nottingham,UK
1853,15/02/2021,DEB,CLASSIC DOORS AND,66.0,,928.52,Home Improvement,Nottingham,UK
1854,15/02/2021,DEB,V Spot,33.72,,994.52,Dine Out,Nottingham,UK
1855,2021-12-02 00:00:00,DEB,Amazon.co.uk*MF1LV,15.12,,1028.24,Amazon,Nottingham,UK
1856,2021-12-02 00:00:00,DEB,APOLLO BLINDS,415.0,,1043.36,Home Improvement,Nottingham,UK
1857,2021-11-02 00:00:00,DEB,ADI PRO LEAK LTD,594.0,,1458.36,Home Improvement,Nottingham,UK
1858,2021-11-02 00:00:00,FPI,S.H.S.,,240.0,2052.36,Supplementary Income,Nottingham,UK
1859,2021-10-02 00:00:00,TFR,R LAWRENCE,,500.0,1812.36,Supplementary Income,Nottingham,UK
1860,2021-10-02 00:00:00,BP,SAVE THE CHANGE,0.21,,1312.36,Savings,Nottingham,UK
1861,2021-09-02 00:00:00,FPO,ALICJA ALEXANDER,25.0,,1312.57,Services/Home Improvement,Nottingham,UK
1862,2021-09-02 00:00:00,DEB,LIDL GB  NOTTINGHA,7.79,,1337.57,Groceries,Nottingham,UK
1863,2021-09-02 00:00:00,BP,SAVE THE CHANGE,0.97,,1345.36,Savings,Nottingham,UK
1864,2021-08-02 00:00:00,DEB,LIDL GB  NOTTINGHA,12.03,,1346.33,Groceries,Nottingham,UK
1865,2021-08-02 00:00:00,BP,SAVE THE CHANGE,1.66,,1358.36,Savings,Nottingham,UK
1866,2021-08-02 00:00:00,DEB,ORIENTAL MART HYDR,24.49,,1360.02,Groceries,Nottingham,UK
1867,2021-08-02 00:00:00,DEB,AMZNMktplace,19.96,,1384.51,Amazon,Nottingham,UK
1868,2021-08-02 00:00:00,DEB,WWW.DOUGHNOTTSOFFI,10.05,,1404.47,Dine Out,Nottingham,UK
1869,2021-08-02 00:00:00,FPO,ANTIGONI ABRAHMS,5.0,,1414.52,Entertainment,London,UK
1870,2021-05-02 00:00:00,DEB,Trading212UK,553.85,,1419.52,Investment,Nottingham,UK
1871,2021-05-02 00:00:00,DEB,AMZNMktplace,11.99,,1973.37,Amazon,Nottingham,UK
1872,2021-05-02 00:00:00,FPI,IISL CLIENT GBP SE,,1.0,1985.36,Supplementary Income,Nottingham,UK
1873,2021-04-02 00:00:00,DEB,Trading212UK,,1.0,1984.36,Supplementary Income,Nottingham,UK
1874,2021-04-02 00:00:00,BP,SAVE THE CHANGE,0.87,,1983.36,Savings,Nottingham,UK
1875,2021-03-02 00:00:00,DEB,LIDL GB  NOTTINGHA,8.13,,1984.23,Groceries,Nottingham,UK
1876,2021-03-02 00:00:00,BP,SAVE THE CHANGE,0.5,,1992.36,Savings,Nottingham,UK
1877,2021-02-02 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,1992.86,Supplementary Income,Nottingham,UK
1878,2021-02-02 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,1989.86,Bills,Nottingham,UK
1879,2021-02-02 00:00:00,DEB,Trading212UK,503.5,,1992.86,Investment,Nottingham,UK
1880,2021-01-02 00:00:00,,INTEREST (GROSS),,0.56,2496.36,Interest,Nottingham,UK
1881,2021-01-02 00:00:00,FPO,SHS,240.0,,2495.8,Home Improvement,Nottingham,UK
1882,2021-01-02 00:00:00,TFR,R LAWRENCE,,128.0,2735.8,Supplementary Income,Nottingham,UK
1883,2021-01-02 00:00:00,DD,BARCLAYS UK MTGES,981.71,,2607.8,Bills,Nottingham,UK
1884,2021-01-02 00:00:00,SO,Q WANG,,1000.0,3589.51,Supplementary Income,Nottingham,UK
1885,2021-01-02 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,2589.51,Savings,Nottingham,UK
1886,2021-01-02 00:00:00,BP,SAVE THE CHANGE,2.44,,2889.51,Savings,Nottingham,UK
1887,2021-01-02 00:00:00,DEB,ORIENTAL MART HYDR,18.71,,2891.95,Groceries,Nottingham,UK
1888,2021-01-02 00:00:00,DEB,WWW.DOUGHNOTTSOFFI,10.05,,2910.66,Dine Out,Nottingham,UK
1889,2021-01-02 00:00:00,DEB,LIDL GB  NOTTINGHA,4.8,,2920.71,Groceries,Nottingham,UK
1890,29/01/2021,DEB,Trading212UK,1001.4,,2925.51,Investment,Nottingham,UK
1891,29/01/2021,DEB,SAINSBURYS S/MKT,15.6,,3926.91,Groceries,,
1892,29/01/2021,DD,TALKTALK LIMITED,19.95,,3942.51,Bills,Nottingham,UK
1893,28/01/2021,DEB,IKEA LTD SHOP ONLI,40.0,,3962.46,Other Shopping,,
1894,28/01/2021,FPO,ALICJA ALEXANDER,25.0,,4002.46,Services/Home Improvement,Nottingham,UK
1895,28/01/2021,FPO,PATRICIA A S LAW,220.0,,4027.46,Other Shopping,,
1896,28/01/2021,BP,SAVE THE CHANGE,1.13,,4247.46,Savings,Nottingham,UK
1897,28/01/2021,BGC,UNIV OF NOTTINGHAM,,3664.85,4248.59,Paycheck,Nottingham,UK
1898,27/01/2021,DEB,V Spot,23.87,,583.74,Dine Out,Nottingham,UK
1899,27/01/2021,DEB,WILKO RETAIL LIMIT,2.5,,607.61,Other Shopping,,
1900,27/01/2021,DEB,CO-OP GROUP 010161,1.5,,610.11,Groceries,,
1901,27/01/2021,BP,SAVE THE CHANGE,0.06,,611.61,Savings,Nottingham,UK
1902,26/01/2021,DEB,AMZNMktplace,47.95,,611.67,Amazon,Nottingham,UK
1903,26/01/2021,DEB,AMZNMktplace,13.99,,659.62,Amazon,Nottingham,UK
1904,26/01/2021,BP,SAVE THE CHANGE,0.35,,673.61,Savings,Nottingham,UK
1905,25/01/2021,FPO,ROBERT RECORD,75.0,,673.96,Others,Nottingham,UK
1906,25/01/2021,DEB,Trading212UK,200.0,,748.96,Investment,Nottingham,UK
1907,25/01/2021,DEB,TESCO STORES 5368,5.65,,948.96,Groceries,,
1908,25/01/2021,BP,SAVE THE CHANGE,2.94,,954.61,Savings,Nottingham,UK
1909,25/01/2021,DEB,ORIENTAL MART HYDR,26.55,,957.55,Groceries,Nottingham,UK
1910,25/01/2021,DEB,Audible UK,7.99,,984.1,Entertainment,Nottingham,UK
1911,25/01/2021,DEB,WWW.DOUGHNOTTSOFFI,6.8,,992.09,Dine Out,Nottingham,UK
1912,25/01/2021,DEB,TESCO STORE 2960,5.11,,998.89,Groceries,,
1913,25/01/2021,DEB,IKEA LTD SHOP ONLI,,65.0,1004.0,Supplementary Income,Nottingham,UK
1914,25/01/2021,FPI,YEWANDE MARIAN ADE,,400.0,939.0,Supplementary Income,Nottingham,UK
1915,25/01/2021,DEB,LIDL GB  NOTTINGHA,13.33,,539.0,Groceries,Nottingham,UK
1916,22/01/2021,DEB,IKEA LTD SHOP ONLI,65.0,,552.33,Other Shopping,,
1917,22/01/2021,DEB,Amazon.co.uk*MV5U4,6.95,,617.33,Amazon,Nottingham,UK
1918,22/01/2021,DEB,Amazon.co.uk*MV7U0,5.33,,624.28,Amazon,Nottingham,UK
1919,22/01/2021,BP,SAVE THE CHANGE,1.18,,629.61,Savings,Nottingham,UK
1920,21/01/2021,DEB,AMZNMktplace,60.47,,630.79,Amazon,Nottingham,UK
1921,21/01/2021,DEB,AMAZON.CO.UK*MV8UG,4.6,,691.26,Amazon,Nottingham,UK
1922,21/01/2021,DEB,TESCO STORES 5368,2.75,,695.86,Groceries,,
1923,21/01/2021,BP,SAVE THE CHANGE,0.55,,698.61,Savings,Nottingham,UK
1924,20/01/2021,DEB,TESCO STORES 5368,5.45,,699.16,Groceries,,
1925,20/01/2021,BP,SAVE THE CHANGE,0.24,,704.61,Savings,Nottingham,UK
1926,19/01/2021,DEB,LIDL GB  NOTTINGHA,10.76,,704.85,Groceries,Nottingham,UK
1927,19/01/2021,BP,SAVE THE CHANGE,0.65,,715.61,Savings,Nottingham,UK
1928,18/01/2021,DEB,STARBUCKS,7.35,,716.26,Dine Out,,
1929,18/01/2021,DD,VIRGIN MEDIA PYMTS,83.0,,723.61,Bills,Nottingham,UK
1930,18/01/2021,DD,O2,16.44,,806.61,Other Shopping,Nottingham,UK
1931,18/01/2021,BP,SAVE THE CHANGE,0.9,,823.05,Savings,Nottingham,UK
1932,18/01/2021,DEB,ORIENTAL MART HYDR,20.11,,823.95,Groceries,Nottingham,UK
1933,18/01/2021,DEB,AMZNMKTPLACE AMAZO,29.99,,844.06,Amazon,Nottingham,UK
1934,18/01/2021,FPO,ANTIGONI ABRAHMS,5.0,,874.05,Entertainment,London,UK
1935,15/01/2021,DEB,Trading212UK,200.0,,879.05,Investment,Nottingham,UK
1936,15/01/2021,BP,SAVE THE CHANGE,0.51,,1079.05,Savings,Nottingham,UK
1937,14/01/2021,DEB,HP INC UK LIMITED,3.49,,1079.56,Other Shopping,,
1938,14/01/2021,DEB,AMAZON.CO.UK*MV3ZD,15.0,,1083.05,Amazon,Nottingham,UK
1939,14/01/2021,FPI,YEWANDE MARIAN ADE,,400.0,1098.05,Supplementary Income,Nottingham,UK
1940,14/01/2021,BP,SAVE THE CHANGE,0.27,,698.05,Savings,Nottingham,UK
1941,13/01/2021,DEB,LIDL GB  NOTTINGHA,18.73,,698.32,Groceries,Nottingham,UK
1942,2021-12-01 00:00:00,FPO,ALICJA ALEXANDER,25.0,,717.05,Services/Home Improvement,Nottingham,UK
1943,2021-11-01 00:00:00,BP,SAVE THE CHANGE,1.85,,742.05,Savings,Nottingham,UK
1944,2021-11-01 00:00:00,DEB,ORIENTAL MART HYDR,20.39,,743.9,Groceries,Nottingham,UK
1945,2021-11-01 00:00:00,DEB,LIDL GB  NOTTINGHA,9.12,,764.29,Groceries,Nottingham,UK
1946,2021-11-01 00:00:00,FPO,ANTIGONI ABRAHMS,5.0,,773.41,Entertainment,London,UK
1947,2021-11-01 00:00:00,DEB,Trading212UK,300.0,,778.41,Investment,Nottingham,UK
1948,2021-11-01 00:00:00,DEB,AMZNMktplace,19.99,,1078.41,Amazon,Nottingham,UK
1949,2021-08-01 00:00:00,DEB,AMAZON.CO.UK*MJ513,27.65,,1098.4,Amazon,Nottingham,UK
1950,2021-08-01 00:00:00,BP,SAVE THE CHANGE,0.5,,1126.05,Savings,Nottingham,UK
1951,2021-07-01 00:00:00,DEB,LIDL GB  NOTTINGHA,13.5,,1126.55,Groceries,Nottingham,UK
1952,2021-06-01 00:00:00,FPO,MR J LITCHFIELD,370.0,,1140.05,Services,Nottingham,UK
1953,2021-06-01 00:00:00,BP,SAVE THE CHANGE,0.49,,1510.05,Savings,Nottingham,UK
1954,2021-05-01 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,1510.54,Supplementary Income,Nottingham,UK
1955,2021-05-01 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,1507.54,Bills,Nottingham,UK
1956,2021-05-01 00:00:00,DEB,Trading212UK,500.0,,1510.54,Investment,Nottingham,UK
1957,2021-05-01 00:00:00,DEB,LIDL GB  NOTTINGHA,9.51,,2010.54,Groceries,Nottingham,UK
1958,2021-04-01 00:00:00,,INTEREST (GROSS),,1.87,2020.05,Interest,Swansea,UK
1959,2021-04-01 00:00:00,DD,BARCLAYS UK MTGES,981.71,,2018.18,Bills,Nottingham,UK
1960,2021-04-01 00:00:00,SO,Q WANG,,1000.0,2999.89,Supplementary Income,Nottingham,UK
1961,2021-04-01 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,1999.89,Savings,Nottingham,UK
1962,2021-04-01 00:00:00,BP,SAVE THE CHANGE,0.15,,2299.89,Savings,Nottingham,UK
1963,2021-04-01 00:00:00,DEB,IKEA LTD SHOP ONLI,296.0,,2300.04,Other Shopping,,
1964,31/12/2020,DEB,LIDL GB  NOTTINGHA,15.85,,2596.04,Groceries,Nottingham,UK
1965,31/12/2020,DD,TALKTALK LIMITED,18.64,,2611.89,Bills,Nottingham,UK
1966,31/12/2020,BP,SAVE THE CHANGE,0.67,,2630.53,Savings,Nottingham,UK
1967,30/12/2020,DEB,ORIENTAL MART HYDR,15.33,,2631.2,Groceries,Nottingham,UK
1968,30/12/2020,DEB,The Body Shop,15.0,,2646.53,Other Shopping,,
1969,30/12/2020,BP,SAVE THE CHANGE,0.16,,2661.53,Savings,Nottingham,UK
1970,29/12/2020,FPO,SALLY GOLDSTONE,198.0,,2661.69,Others,Nottingham,UK
1971,29/12/2020,DEB,AMZNMktplace,27.84,,2859.69,Amazon,Nottingham,UK
1972,29/12/2020,BP,SAVE THE CHANGE,2.64,,2887.53,Savings,Nottingham,UK
1973,29/12/2020,DEB,T4 TEA SALOON,13.6,,2890.17,Dine Out,Nottingham,UK
1974,29/12/2020,DEB,TESCO STORES 5368,5.2,,2903.77,Groceries,,
1975,29/12/2020,DEB,BLUEBIRD WHOLEFOOD,32.26,,2908.97,Groceries,Nottingham,UK
1976,24/12/2020,DEB,Trading212UK,250.0,,2941.23,Investment,Nottingham,UK
1977,24/12/2020,DEB,LIDL GB  NOTTINGHA,19.31,,3191.23,Groceries,Nottingham,UK
1978,24/12/2020,DEB,Audible UK,7.99,,3210.54,Entertainment,Nottingham,UK
1979,24/12/2020,BP,SAVE THE CHANGE,0.05,,3218.53,Savings,Nottingham,UK
1980,23/12/2020,DEB,Trading212UK,230.0,,3218.58,Investment,Nottingham,UK
1981,23/12/2020,DEB,AMZNMktplace,12.95,,3448.58,Amazon,Nottingham,UK
1982,23/12/2020,BP,SAVE THE CHANGE,0.48,,3461.53,Savings,Nottingham,UK
1983,22/12/2020,DEB,YANKEE STORE,9.72,,3462.01,Other Shopping,,
1984,22/12/2020,DEB,CAFFE NERO 650 NOT,5.8,,3471.73,Dine Out,Nottingham,UK
1985,22/12/2020,FPO,SHS,240.0,,3477.53,Home Improvement,Nottingham,UK
1986,22/12/2020,FPO,MR J LITCHFIELD,682.0,,3717.53,Services,Nottingham,UK
1987,22/12/2020,DD,THE RENEWABLE ENER,92.93,,4399.53,Bills,Nottingham,UK
1988,22/12/2020,BP,SAVE THE CHANGE,0.31,,4492.46,Savings,Nottingham,UK
1989,21/12/2020,DEB,AMZNMktplace,8.69,,4492.77,Amazon,Nottingham,UK
1990,21/12/2020,FPO,ANTIGONI ABRAHMS,5.0,,4501.46,Entertainment,London,UK
1991,21/12/2020,BP,SAVE THE CHANGE,3.55,,4506.46,Savings,Nottingham,UK
1992,21/12/2020,DEB,ORIENTAL MART HYDR,17.27,,4510.01,Groceries,Nottingham,UK
1993,21/12/2020,DEB,PP*DOUGHNOTTS,6.5,,4527.28,Dine Out,Nottingham,UK
1994,21/12/2020,DEB,WILKO RETAIL LIMIT,1.0,,4533.78,Other Shopping,,
1995,21/12/2020,DEB,Trading212UK,1000.0,,4534.78,Investment,Nottingham,UK
1996,21/12/2020,DEB,BLUEBIRD WHOLEFOOD,10.23,,5534.78,Groceries,Nottingham,UK
1997,21/12/2020,DEB,WILKO RETAIL LIMIT,10.0,,5545.01,Other Shopping,,
1998,21/12/2020,DEB,OZAN INTERNATIONAL,5.35,,5555.01,Groceries,Nottingham,UK
1999,18/12/2020,DEB,AMZNMKTPLACE AMAZO,8.1,,5560.36,Amazon,Nottingham,UK
2000,18/12/2020,BP,SAVE THE CHANGE,0.93,,5568.46,Savings,Nottingham,UK
2001,18/12/2020,BGC,NCC TRADE CRED NEW,,32.44,5569.39,Supplementary Income,Nottingham,UK
2002,17/12/2020,DEB,AMZNMktplace,24.07,,5536.95,Amazon,Nottingham,UK
2003,17/12/2020,BP,SAVE THE CHANGE,0.04,,5561.02,Savings,Nottingham,UK
2004,17/12/2020,BGC,UNIV OF NOTTINGHAM,,3665.25,5561.06,Paycheck,Nottingham,UK
2005,16/12/2020,DEB,AMZNMktplace,29.99,,1895.81,Amazon,Nottingham,UK
2006,16/12/2020,DEB,AMZNMktplace,15.97,,1925.8,Amazon,Nottingham,UK
2007,16/12/2020,DD,BARCLAYS UK MTGES,1005.95,,1941.77,Bills,Nottingham,UK
2008,16/12/2020,DD,O2,16.44,,2947.72,Other Shopping,Nottingham,UK
2009,16/12/2020,BP,SAVE THE CHANGE,0.26,,2964.16,Savings,Nottingham,UK
2010,15/12/2020,DEB,Trading212UK,750.0,,2964.42,Investment,Nottingham,UK
2011,15/12/2020,DEB,LIDL GB  NOTTINGHA,8.94,,3714.42,Groceries,Nottingham,UK
2012,15/12/2020,DEB,CAFFE NERO 650 NOT,3.8,,3723.36,Dine Out,Nottingham,UK
2013,15/12/2020,BP,SAVE THE CHANGE,0.52,,3727.16,Savings,Nottingham,UK
2014,14/12/2020,DEB,AMZNMktplace,9.99,,3727.68,Amazon,Nottingham,UK
2015,14/12/2020,DEB,HP INC UK LIMITED,3.49,,3737.67,Other Shopping,,
2016,14/12/2020,BP,SAVE THE CHANGE,3.38,,3741.16,Savings,Nottingham,UK
2017,14/12/2020,BGC,DEPOSIT PROTECTION,,950.0,3744.54,Supplementary Income,Nottingham,UK
2018,14/12/2020,BGC,SEVERN TRENT WATER,,17.6,2794.54,Supplementary Income,Nottingham,UK
2019,14/12/2020,DEB,AMZNMKTPLACE AMAZO,15.9,,2776.94,Amazon,Nottingham,UK
2020,14/12/2020,DEB,ORIENTAL MART HYDR,15.19,,2792.84,Groceries,Nottingham,UK
2021,14/12/2020,DEB,PP*DOUGHNOTTS,6.5,,2808.03,Dine Out,Nottingham,UK
2022,14/12/2020,DEB,STARBUCKS,3.95,,2814.53,Dine Out,,
2023,14/12/2020,DEB,AMZNMktplace,40.29,,2818.48,Amazon,Nottingham,UK
2024,14/12/2020,DEB,LIDL GB  NOTTINGHA,12.29,,2858.77,Groceries,Nottingham,UK
2025,14/12/2020,DEB,AMZNMktplace,5.69,,2871.06,Amazon,Nottingham,UK
2026,14/12/2020,DEB,APOLLO BLINDS,200.0,,2876.75,Home Improvement,Nottingham,UK
2027,2020-11-12 00:00:00,DEB,AMZNMktplace,2.81,,3076.75,Amazon,Nottingham,UK
2028,2020-11-12 00:00:00,FPI,HOWELLS LEGAL LIMI,,276.0,3079.56,Supplementary Income,Nottingham,UK
2029,2020-11-12 00:00:00,BP,SAVE THE CHANGE,0.74,,2803.56,Savings,Nottingham,UK
2030,2020-10-12 00:00:00,FPO,ANTIGONI ABRAHMS,5.0,,2804.3,Entertainment,London,UK
2031,2020-10-12 00:00:00,FPO,ROBERT RECORD,310.0,,2809.3,Others,Nottingham,UK
2032,2020-10-12 00:00:00,DEB,Trading212UK,250.0,,3119.3,Investment,Nottingham,UK
2033,2020-10-12 00:00:00,DEB,SHARIF AND SONS SU,34.26,,3369.3,Groceries,Derby,UK
2034,2020-10-12 00:00:00,BP,SAVE THE CHANGE,0.19,,3403.56,Savings,Nottingham,UK
2035,2020-09-12 00:00:00,DEB,LIDL GB  NOTTINGHA,33.81,,3403.75,Groceries,Nottingham,UK
2036,2020-09-12 00:00:00,DEB,THE LITTLE CARPET,,246.0,3437.56,Home Improvement,Nottingham,UK
2037,2020-09-12 00:00:00,BP,SAVE THE CHANGE,1.16,,3191.56,Savings,Nottingham,UK
2038,2020-08-12 00:00:00,DEB,AMZNMktplace,62.77,,3192.72,Amazon,Nottingham,UK
2039,2020-08-12 00:00:00,DEB,AMZNMKTPLACE AMAZO,6.07,,3255.49,Amazon,Nottingham,UK
2040,2020-07-12 00:00:00,BP,SAVE THE CHANGE,0.98,,3261.56,Savings,Nottingham,UK
2041,2020-07-12 00:00:00,DEB,Trading212UK,200.0,,3262.54,Investment,Nottingham,UK
2042,2020-07-12 00:00:00,DEB,AMZNMktplace,23.98,,3462.54,Amazon,Nottingham,UK
2043,2020-04-12 00:00:00,DEB,BLUEBIRD WHOLEFOOD,14.04,,3486.52,Groceries,Nottingham,UK
2044,2020-04-12 00:00:00,BP,SAVE THE CHANGE,0.92,,3500.56,Savings,Nottingham,UK
2045,2020-03-12 00:00:00,DEB,JUBILEE SHOP,5.08,,3501.48,Others,Nottingham,UK
2046,2020-03-12 00:00:00,BP,SAVE THE CHANGE,0.93,,3506.56,Savings,Nottingham,UK
2047,2020-02-12 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,3507.49,Supplementary Income,Nottingham,UK
2048,2020-02-12 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,3504.49,Bills,Nottingham,UK
2049,2020-02-12 00:00:00,DEB,Trading212UK,500.0,,3507.49,Investment,Nottingham,UK
2050,2020-02-12 00:00:00,DEB,LIDL GB  NOTTINGHA,12.07,,4007.49,Groceries,Nottingham,UK
2051,2020-01-12 00:00:00,,INTEREST (GROSS),,1.48,4019.56,Interest,Nottingham,UK
2052,2020-01-12 00:00:00,FPI,Q WANG,,1000.0,4018.08,Supplementary Income,Nottingham,UK
2053,2020-01-12 00:00:00,DD,NOTTM CITY COUNC,119.0,,3018.08,Bills,Nottingham,UK
